head_event	relation	tail_event
PersonX buys [a television]. [a television]	InstanceOf	electronic device
PersonX buys [a television]. [a television]	InstanceOf	electronic
[PersonX ordered delivery food]. [PersonX ordered delivery food]	InstanceOf	food service
[PersonX ordered delivery food]. [PersonX ordered delivery food]	InstanceOf	ordering
[PersonX ordered delivery food]. [PersonX ordered delivery food]	InstanceOf	purchase
[PersonX ordered delivery food]. [PersonX ordered delivery food]	InstanceOf	food delivery
[PersonX ordered delivery food]. [PersonX ordered delivery food]	InstanceOf	order
[PersonX ordered delivery food]. [PersonX ordered delivery food]	InstanceOf	food
[PersonX ordered delivery food]. [PersonX ordered delivery food]	InstanceOf	ordering food
[PersonX sees all of the animals]. [PersonX sees all of the animals]	InstanceOf	neurocognitive function
[PersonX sees all of the animals]. [PersonX sees all of the animals]	InstanceOf	viewing
[PersonX sees all of the animals]. [PersonX sees all of the animals]	InstanceOf	experience
[PersonX sees all of the animals]. [PersonX sees all of the animals]	InstanceOf	visual perception
[PersonX sees all of the animals]. [PersonX sees all of the animals]	InstanceOf	vision
[PersonX sees all of the animals]. [PersonX sees all of the animals]	InstanceOf	cognitive function
[PersonX sees all of the animals]. [PersonX sees all of the animals]	InstanceOf	observation
[PersonX sees all of the animals]. [PersonX sees all of the animals]	InstanceOf	action
[PersonX pierces PersonX's ears]. [PersonX pierces PersonX's ears]	InstanceOf	form of skin decoration
[PersonX pierces PersonX's ears]. [PersonX pierces PersonX's ears]	InstanceOf	piercing
[PersonX pierces PersonX's ears]. [PersonX pierces PersonX's ears]	InstanceOf	body modification
[PersonX pierces PersonX's ears]. [PersonX pierces PersonX's ears]	InstanceOf	distinctive feature
[PersonX pierces PersonX's ears]. [PersonX pierces PersonX's ears]	InstanceOf	body mod
[PersonX pierces PersonX's ears]. [PersonX pierces PersonX's ears]	InstanceOf	body art
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	purchases
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	lottery ticket
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	purchasing
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	transaction
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	bet
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	gambling item
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	buy
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	gamble
[PersonX purchases a lottery ticket]. [PersonX purchases a lottery ticket]	InstanceOf	buying
PersonX does the best [PersonY could]. [PersonY could]	InstanceOf	activity
PersonX does the best [PersonY could]. [PersonY could]	InstanceOf	can
PersonX does the best [PersonY could]. [PersonY could]	InstanceOf	ability
PersonX does the best [PersonY could]. [PersonY could]	InstanceOf	performance
PersonX feels [hopeless]. [hopeless]	InstanceOf	depressive symptom
PersonX feels [hopeless]. [hopeless]	InstanceOf	feeling
PersonX feels [hopeless]. [hopeless]	InstanceOf	empty
PersonX feels [hopeless]. [hopeless]	InstanceOf	hopelessness
PersonX feels [hopeless]. [hopeless]	InstanceOf	negative emotion
[PersonX misses work]. [PersonX misses work]	InstanceOf	absence
[PersonX misses work]. [PersonX misses work]	InstanceOf	status
[PersonX misses work]. [PersonX misses work]	InstanceOf	miss
PersonX falls back to [sleep]. [sleep]	InstanceOf	daily routine
PersonX falls back to [sleep]. [sleep]	InstanceOf	everyday activity
PersonX falls back to [sleep]. [sleep]	InstanceOf	daily activity
PersonX falls back to [sleep]. [sleep]	InstanceOf	neural function
PersonX falls back to [sleep]. [sleep]	InstanceOf	sleeping
PersonX falls back to [sleep]. [sleep]	InstanceOf	rest
PersonX falls back to [sleep]. [sleep]	InstanceOf	basic function
PersonX falls back to [sleep]. [sleep]	InstanceOf	sleep
PersonX falls back to [sleep]. [sleep]	InstanceOf	basic need
PersonX falls back to [sleep]. [sleep]	InstanceOf	somatic symptom
PersonX falls back to [sleep]. [sleep]	InstanceOf	behavior
[PersonX invites people]. [PersonX invites people]	InstanceOf	personal communication
[PersonX invites people]. [PersonX invites people]	InstanceOf	invitation
[PersonX invites people]. [PersonX invites people]	InstanceOf	action
[PersonX invites people]. [PersonX invites people]	InstanceOf	gesture
PersonX walks humbly with [PersonX's god]. [PersonX's god]	InstanceOf	divine being
PersonX walks humbly with [PersonX's god]. [PersonX's god]	InstanceOf	mythic being
PersonX walks humbly with [PersonX's god]. [PersonX's god]	InstanceOf	religious figure
PersonX walks humbly with [PersonX's god]. [PersonX's god]	InstanceOf	deity
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	apparel
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	attire
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	item
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	covering
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	belonging
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	clothes
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	personal belonging
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	garments
[PersonX wears PersonX's clothes]. [PersonX wears PersonX's clothes]	InstanceOf	dressing
PersonX lets [PersonY explain]. [PersonY explain]	InstanceOf	follow up activity
PersonX lets [PersonY explain]. [PersonY explain]	InstanceOf	talk
PersonX lets [PersonY explain]. [PersonY explain]	InstanceOf	talking
PersonX lets [PersonY explain]. [PersonY explain]	InstanceOf	voice communication
PersonX lets [PersonY explain]. [PersonY explain]	InstanceOf	explanation
PersonX lets [PersonY explain]. [PersonY explain]	InstanceOf	communication
[PersonX enjoys each other's company]. [PersonX enjoys each other's company]	InstanceOf	having fun
[PersonX enjoys each other's company]. [PersonX enjoys each other's company]	InstanceOf	positive emotion
[PersonX enjoys each other's company]. [PersonX enjoys each other's company]	InstanceOf	presence
[PersonX enjoys each other's company]. [PersonX enjoys each other's company]	InstanceOf	fun
[PersonX enjoys each other's company]. [PersonX enjoys each other's company]	InstanceOf	company
[PersonX enjoys each other's company]. [PersonX enjoys each other's company]	InstanceOf	amusement
[PersonX enjoys each other's company]. [PersonX enjoys each other's company]	InstanceOf	enjoyment
PersonX gets [warm]. [warm]	InstanceOf	bodily function
PersonX gets [warm]. [warm]	InstanceOf	feeling
PersonX gets [warm]. [warm]	InstanceOf	emotion
PersonX gets [warm]. [warm]	InstanceOf	warmth
PersonX gets [warm]. [warm]	InstanceOf	environmental factor
PersonX gets [warm]. [warm]	InstanceOf	temperature
PersonX gets [warm]. [warm]	InstanceOf	heat
PersonX gets [warm]. [warm]	InstanceOf	body temperature
[PersonX meets someone]. [PersonX meets someone]	InstanceOf	introduction
[PersonX meets someone]. [PersonX meets someone]	InstanceOf	meet
[PersonX meets someone]. [PersonX meets someone]	InstanceOf	meeting
[PersonX meets someone]. [PersonX meets someone]	InstanceOf	encounter
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	cook
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	activity
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	low fat cooking method
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	hobby
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	sugary food
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	sweet food
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	basic cooking method
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	dry-heat cooking method
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	dessert
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	baked good
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	method of preparation
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	cooking method
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	chore
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	high heat cooking method
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	task
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	heat producing task
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	high temperature cooking method
PersonX learns [how to bake a cake]. [how to bake a cake]	InstanceOf	baking
PersonX gives [PersonX's presentation]. [PersonX's presentation]	InstanceOf	presentation
PersonX gives [PersonX's presentation]. [PersonX's presentation]	InstanceOf	speech
PersonX gets [a replacement]. [a replacement]	InstanceOf	replacement
PersonX gets [a replacement]. [a replacement]	InstanceOf	exchange
PersonX gets [a replacement]. [a replacement]	InstanceOf	new item
PersonX gets [a replacement]. [a replacement]	InstanceOf	alternative
PersonX gets [a replacement]. [a replacement]	InstanceOf	trade
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	mental state
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	emotional state
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	feeling
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	basic emotion
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	emotion
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	positive feeling
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	psychological state
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	happiness
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	good feeling
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	mood
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	simple emotion
[PersonX is in a good mood]. [PersonX is in a good mood]	InstanceOf	positive emotion
PersonX finds [what PersonY wanted]. [what PersonY wanted]	InstanceOf	target
PersonX finds [what PersonY wanted]. [what PersonY wanted]	InstanceOf	wish
PersonX finds [what PersonY wanted]. [what PersonY wanted]	InstanceOf	something
PersonX finds [what PersonY wanted]. [what PersonY wanted]	InstanceOf	hope
PersonX finds [what PersonY wanted]. [what PersonY wanted]	InstanceOf	desired outcome
PersonX finds [what PersonY wanted]. [what PersonY wanted]	InstanceOf	expectation
PersonX finds [what PersonY wanted]. [what PersonY wanted]	InstanceOf	item
PersonX starts [a campfire]. [a campfire]	InstanceOf	activity
PersonX starts [a campfire]. [a campfire]	InstanceOf	recreational fire
PersonX starts [a campfire]. [a campfire]	InstanceOf	bonfire
PersonX starts [a campfire]. [a campfire]	InstanceOf	small recreational fire
PersonX starts [a campfire]. [a campfire]	InstanceOf	nighttime activity
PersonX starts [a campfire]. [a campfire]	InstanceOf	traditional camp activity
PersonX starts [a campfire]. [a campfire]	InstanceOf	action
PersonX starts [a campfire]. [a campfire]	InstanceOf	open fire
PersonX starts [a campfire]. [a campfire]	InstanceOf	campfire
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	mental state
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	enjoyment
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	feeling
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	emotion
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	motivation
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	entertaining
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	happiness
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	pleasure
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	fun
[PersonX enjoys PersonX's class]. [PersonX enjoys PersonX's class]	InstanceOf	positive emotion
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	expert performer
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	player
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	talent
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	sport competitor
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	team sport participant
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	soccer player
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	sport participant
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	endurance athlete
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	team game player
PersonX is [a good soccer player]. [a good soccer player]	InstanceOf	athlete
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	job
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	daily activity
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	task
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	work
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	profession
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	quality
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	good work
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	good performance
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	achievement
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	job performance
PersonX does [a wonderful job]. [a wonderful job]	InstanceOf	performance
PersonX sees PersonY [naked]. [naked]	InstanceOf	adult content
PersonX sees PersonY [naked]. [naked]	InstanceOf	body
PersonX sees PersonY [naked]. [naked]	InstanceOf	nudity
[PersonX sees PersonY graduate]. [PersonX sees PersonY graduate]	InstanceOf	sensory experience
[PersonX sees PersonY graduate]. [PersonX sees PersonY graduate]	InstanceOf	sight
[PersonX finds PersonX's car]. [PersonX finds PersonX's car]	InstanceOf	search
[PersonX finds PersonX's car]. [PersonX finds PersonX's car]	InstanceOf	finding
[PersonX finds PersonX's car]. [PersonX finds PersonX's car]	InstanceOf	motor vehicle
[PersonX finds PersonX's car]. [PersonX finds PersonX's car]	InstanceOf	investigation
[PersonX finds PersonX's car]. [PersonX finds PersonX's car]	InstanceOf	vehicle
