head_event	relation	tail_event
[PersonX writes PersonY's life]. [PersonX writes PersonY's life]	InstanceOf	documentation activity
[PersonX writes PersonY's life]. [PersonX writes PersonY's life]	InstanceOf	biography
[PersonX writes PersonY's life]. [PersonX writes PersonY's life]	InstanceOf	narrative
[PersonX writes PersonY's life]. [PersonX writes PersonY's life]	InstanceOf	writing
PersonX tells PersonY to leave PersonZ [alone]. [alone]	InstanceOf	social factor
PersonX gives PersonY [treatment]. [treatment]	InstanceOf	treatment
PersonX faces [an uneasy future]. [an uneasy future]	InstanceOf	trouble
PersonX faces [an uneasy future]. [an uneasy future]	InstanceOf	problem
PersonX has [a new job]. [a new job]	InstanceOf	employment
PersonX has [a new job]. [a new job]	InstanceOf	new job
PersonX has [a new job]. [a new job]	InstanceOf	job
[PersonX gets tickets]. [PersonX gets tickets]	InstanceOf	purchasing
[PersonX gets tickets]. [PersonX gets tickets]	InstanceOf	purchase
[PersonX gets tickets]. [PersonX gets tickets]	InstanceOf	buying
[PersonX enters a costume contest]. [PersonX enters a costume contest]	InstanceOf	entry
[PersonX enters a costume contest]. [PersonX enters a costume contest]	InstanceOf	registration
[PersonX enters a costume contest]. [PersonX enters a costume contest]	InstanceOf	competition
[PersonX enters a costume contest]. [PersonX enters a costume contest]	InstanceOf	contest
[PersonX saves a lot of money]. [PersonX saves a lot of money]	InstanceOf	money saving
[PersonX saves a lot of money]. [PersonX saves a lot of money]	InstanceOf	saving
[PersonX saves a lot of money]. [PersonX saves a lot of money]	InstanceOf	money management skill
[PersonX saves a lot of money]. [PersonX saves a lot of money]	InstanceOf	frugality
[PersonX remembers PersonY's birthday]. [PersonX remembers PersonY's birthday]	InstanceOf	remembrance
[PersonX remembers PersonY's birthday]. [PersonX remembers PersonY's birthday]	InstanceOf	recollection
[PersonX gets a reply]. [PersonX gets a reply]	InstanceOf	correspondence
[PersonX gets a reply]. [PersonX gets a reply]	InstanceOf	response
[PersonX gets a reply]. [PersonX gets a reply]	InstanceOf	reply
[PersonX gets a reply]. [PersonX gets a reply]	InstanceOf	answer
[PersonX gets a reply]. [PersonX gets a reply]	InstanceOf	communication
[PersonX is riding PersonX's motorcycle]. [PersonX is riding PersonX's motorcycle]	InstanceOf	transportation
[PersonX is riding PersonX's motorcycle]. [PersonX is riding PersonX's motorcycle]	InstanceOf	riding
[PersonX is riding PersonX's motorcycle]. [PersonX is riding PersonX's motorcycle]	InstanceOf	ride
[PersonX is starting kindergarten]. [PersonX is starting kindergarten]	InstanceOf	start
[PersonX is starting kindergarten]. [PersonX is starting kindergarten]	InstanceOf	beginning
[PersonX is playing in the park]. [PersonX is playing in the park]	InstanceOf	activity
[PersonX is playing in the park]. [PersonX is playing in the park]	InstanceOf	playing
[PersonX eats food]. [PersonX eats food]	InstanceOf	consuming
[PersonX eats food]. [PersonX eats food]	InstanceOf	eating food
[PersonX eats food]. [PersonX eats food]	InstanceOf	consumption
[PersonX eats food]. [PersonX eats food]	InstanceOf	eating
PersonX wrinkles [PersonY's nose]. [PersonY's nose]	InstanceOf	facial component
PersonX wrinkles [PersonY's nose]. [PersonY's nose]	InstanceOf	face
PersonX wrinkles [PersonY's nose]. [PersonY's nose]	InstanceOf	facial feature
PersonX wrinkles [PersonY's nose]. [PersonY's nose]	InstanceOf	nose
PersonX takes a walk in [the park]. [the park]	InstanceOf	park
PersonX takes a walk in [the park]. [the park]	InstanceOf	public area
PersonX takes a walk in [the park]. [the park]	InstanceOf	green space
[PersonX gives glory to god]. [PersonX gives glory to god]	InstanceOf	religious ritual
[PersonX gives glory to god]. [PersonX gives glory to god]	InstanceOf	religion
[PersonX gives glory to god]. [PersonX gives glory to god]	InstanceOf	religious practice
[PersonX gives glory to god]. [PersonX gives glory to god]	InstanceOf	spiritual activity
[PersonX gives glory to god]. [PersonX gives glory to god]	InstanceOf	worship
[PersonX gives glory to god]. [PersonX gives glory to god]	InstanceOf	prayer
[PersonX gives glory to god]. [PersonX gives glory to god]	InstanceOf	religious activity
[PersonX gives glory to god]. [PersonX gives glory to god]	InstanceOf	spiritual practice
[PersonX gives PersonY direction]. [PersonX gives PersonY direction]	InstanceOf	navigation
[PersonX gives PersonY direction]. [PersonX gives PersonY direction]	InstanceOf	instructions
[PersonX gives PersonY direction]. [PersonX gives PersonY direction]	InstanceOf	directions
[PersonX searches everywhere for it]. [PersonX searches everywhere for it]	InstanceOf	search
[PersonX searches everywhere for it]. [PersonX searches everywhere for it]	InstanceOf	hunt
[PersonX searches everywhere for it]. [PersonX searches everywhere for it]	InstanceOf	searching
[PersonX searches everywhere for it]. [PersonX searches everywhere for it]	InstanceOf	investigation
[PersonX screams PersonY's name]. [PersonX screams PersonY's name]	InstanceOf	scream
[PersonX screams PersonY's name]. [PersonX screams PersonY's name]	InstanceOf	shout
[PersonX helps PersonY to PersonY's feet]. [PersonX helps PersonY to PersonY's feet]	InstanceOf	help
[PersonX helps PersonY to PersonY's feet]. [PersonX helps PersonY to PersonY's feet]	InstanceOf	assist
[PersonX helps PersonY to PersonY's feet]. [PersonX helps PersonY to PersonY's feet]	InstanceOf	aid
[PersonX helps PersonY to PersonY's feet]. [PersonX helps PersonY to PersonY's feet]	InstanceOf	support
[PersonX finishes PersonX's course]. [PersonX finishes PersonX's course]	InstanceOf	finishing
[PersonX finishes PersonX's course]. [PersonX finishes PersonX's course]	InstanceOf	finish
[PersonX finishes PersonX's course]. [PersonX finishes PersonX's course]	InstanceOf	completion
PersonX decides [to go there]. [to go there]	InstanceOf	attendance
PersonX decides [to go there]. [to go there]	InstanceOf	travel
PersonX decides [to go there]. [to go there]	InstanceOf	movement
PersonX gives [a great speech]. [a great speech]	InstanceOf	talking
PersonX gives [a great speech]. [a great speech]	InstanceOf	speech
PersonX gives [a great speech]. [a great speech]	InstanceOf	oration
[PersonX immediately grabbed]. [PersonX immediately grabbed]	InstanceOf	grabbing
[PersonX immediately grabbed]. [PersonX immediately grabbed]	InstanceOf	action
[PersonX immediately grabbed]. [PersonX immediately grabbed]	InstanceOf	grab
[PersonX pulls an all nighter]. [PersonX pulls an all nighter]	InstanceOf	commitment
[PersonX discusses in PersonY's chapter]. [PersonX discusses in PersonY's chapter]	InstanceOf	analysis
[PersonX discusses in PersonY's chapter]. [PersonX discusses in PersonY's chapter]	InstanceOf	discussion
PersonX would not shouts if [a shark] bit him. [a shark]	InstanceOf	predatory fish
PersonX would not shouts if [a shark] bit him. [a shark]	InstanceOf	large predatory fish
PersonX would not shouts if [a shark] bit him. [a shark]	InstanceOf	large predator fish
PersonX would not shouts if [a shark] bit him. [a shark]	InstanceOf	shark
PersonX would not shouts if [a shark] bit him. [a shark]	InstanceOf	predator
PersonX would not shouts if [a shark] bit him. [a shark]	InstanceOf	large fish
[PersonX tells PersonY otherwise]. [PersonX tells PersonY otherwise]	InstanceOf	interaction
[PersonX tells PersonY otherwise]. [PersonX tells PersonY otherwise]	InstanceOf	briefing
[PersonX tells PersonY otherwise]. [PersonX tells PersonY otherwise]	InstanceOf	speaking
[PersonX tells PersonY otherwise]. [PersonX tells PersonY otherwise]	InstanceOf	communication
[PersonX tells PersonY otherwise]. [PersonX tells PersonY otherwise]	InstanceOf	advising
[PersonX is left alone]. [PersonX is left alone]	InstanceOf	isolation
[PersonX is left alone]. [PersonX is left alone]	InstanceOf	loneliness
PersonX meets [PersonX's date]. [PersonX's date]	InstanceOf	intimate partner
PersonX meets [PersonX's date]. [PersonX's date]	InstanceOf	date
PersonX meets [PersonX's date]. [PersonX's date]	InstanceOf	boyfriend
PersonX meets [PersonX's date]. [PersonX's date]	InstanceOf	girlfriend
PersonX meets [PersonX's date]. [PersonX's date]	InstanceOf	companion
PersonX meets [PersonX's date]. [PersonX's date]	InstanceOf	partner
[PersonX takes PersonY out to eat]. [PersonX takes PersonY out to eat]	InstanceOf	date
[PersonX takes PersonY out to eat]. [PersonX takes PersonY out to eat]	InstanceOf	dinner
[PersonX has a great job]. [PersonX has a great job]	InstanceOf	job
[PersonX has a great job]. [PersonX has a great job]	InstanceOf	role
[PersonX has a great job]. [PersonX has a great job]	InstanceOf	work
[PersonX has a great job]. [PersonX has a great job]	InstanceOf	profession
[PersonX has a great job]. [PersonX has a great job]	InstanceOf	position
[PersonX has a great job]. [PersonX has a great job]	InstanceOf	employment
[PersonX builds PersonY's organization]. [PersonX builds PersonY's organization]	InstanceOf	building
[PersonX loses money]. [PersonX loses money]	InstanceOf	money
PersonX keeps PersonY from [going]. [going]	InstanceOf	exit
PersonX keeps PersonY from [going]. [going]	InstanceOf	leave
PersonX keeps PersonY from [going]. [going]	InstanceOf	relocation
PersonX keeps PersonY from [going]. [going]	InstanceOf	moving
PersonX is [an hour late for work]. [an hour late for work]	InstanceOf	tardiness
PersonX is [an hour late for work]. [an hour late for work]	InstanceOf	lateness
[PersonX improves PersonX's basketball skills]. [PersonX improves PersonX's basketball skills]	InstanceOf	training
[PersonX improves PersonX's basketball skills]. [PersonX improves PersonX's basketball skills]	InstanceOf	improving
[PersonX provides PersonY the method]. [PersonX provides PersonY the method]	InstanceOf	help
[PersonX provides PersonY the method]. [PersonX provides PersonY the method]	InstanceOf	method
[PersonX pats PersonY's shoulder]. [PersonX pats PersonY's shoulder]	InstanceOf	casual contact
[PersonX pats PersonY's shoulder]. [PersonX pats PersonY's shoulder]	InstanceOf	pat
[PersonX pats PersonY's shoulder]. [PersonX pats PersonY's shoulder]	InstanceOf	touching
[PersonX makes PersonY a comparison]. [PersonX makes PersonY a comparison]	InstanceOf	comparison
[PersonX makes PersonY a comparison]. [PersonX makes PersonY a comparison]	InstanceOf	discussion
[PersonX invites friends]. [PersonX invites friends]	InstanceOf	event
[PersonX invites friends]. [PersonX invites friends]	InstanceOf	invitation
[PersonX invites friends]. [PersonX invites friends]	InstanceOf	social event
[PersonX invites friends]. [PersonX invites friends]	InstanceOf	gathering
[PersonX eases PersonX's nerves]. [PersonX eases PersonX's nerves]	InstanceOf	comfort
[PersonX depends upon the kind]. [PersonX depends upon the kind]	InstanceOf	dependency
PersonX buys [beer]. [beer]	InstanceOf	fermented beverage
PersonX buys [beer]. [beer]	InstanceOf	alcoholic beverage
PersonX buys [beer]. [beer]	InstanceOf	beer
PersonX buys [beer]. [beer]	InstanceOf	alcohol
PersonX buys [beer]. [beer]	InstanceOf	alcoholic drink
[PersonX makes in PersonY's life]. [PersonX makes in PersonY's life]	InstanceOf	contribution
[PersonX laughs heartily]. [PersonX laughs heartily]	InstanceOf	laughter
[PersonX laughs heartily]. [PersonX laughs heartily]	InstanceOf	laughing
[PersonX laughs heartily]. [PersonX laughs heartily]	InstanceOf	enjoyment
[PersonX laughs heartily]. [PersonX laughs heartily]	InstanceOf	laugh
[PersonX burns PersonX's hand]. [PersonX burns PersonX's hand]	InstanceOf	injury
[PersonX burns PersonX's hand]. [PersonX burns PersonX's hand]	InstanceOf	physical pain
[PersonX burns PersonX's hand]. [PersonX burns PersonX's hand]	InstanceOf	burning
[PersonX leaves the bar]. [PersonX leaves the bar]	InstanceOf	exit
[PersonX leaves the bar]. [PersonX leaves the bar]	InstanceOf	departure
[PersonX hears a loud crash]. [PersonX hears a loud crash]	InstanceOf	hearing
PersonX is offered [a new job]. [a new job]	InstanceOf	role
PersonX is offered [a new job]. [a new job]	InstanceOf	opportunity
PersonX is offered [a new job]. [a new job]	InstanceOf	position
PersonX is offered [a new job]. [a new job]	InstanceOf	employment
PersonX is offered [a new job]. [a new job]	InstanceOf	new job
PersonX is offered [a new job]. [a new job]	InstanceOf	job
[PersonX marks with PersonY's asterisk]. [PersonX marks with PersonY's asterisk]	InstanceOf	annotation
[PersonX marks with PersonY's asterisk]. [PersonX marks with PersonY's asterisk]	InstanceOf	labeling
[PersonX marks with PersonY's asterisk]. [PersonX marks with PersonY's asterisk]	InstanceOf	note
[PersonX marks with PersonY's asterisk]. [PersonX marks with PersonY's asterisk]	InstanceOf	marking
[PersonX eats a banana]. [PersonX eats a banana]	InstanceOf	consuming
[PersonX eats a banana]. [PersonX eats a banana]	InstanceOf	eating food
[PersonX eats a banana]. [PersonX eats a banana]	InstanceOf	consumption
[PersonX eats a banana]. [PersonX eats a banana]	InstanceOf	eating
[PersonX sits in the back of the bus]. [PersonX sits in the back of the bus]	InstanceOf	travel
[PersonX sits in the back of the bus]. [PersonX sits in the back of the bus]	InstanceOf	ride
[PersonX gets a hole in one]. [PersonX gets a hole in one]	InstanceOf	score
[PersonX gets a hole in one]. [PersonX gets a hole in one]	InstanceOf	achievement
[PersonX prepares food]. [PersonX prepares food]	InstanceOf	cooking
PersonX takes [a day trip]. [a day trip]	InstanceOf	trip
PersonX takes [a day trip]. [a day trip]	InstanceOf	day trip
[PersonX makes the right decision]. [PersonX makes the right decision]	InstanceOf	decision making
[PersonX makes the right decision]. [PersonX makes the right decision]	InstanceOf	decision
[PersonX takes part in the campaign]. [PersonX takes part in the campaign]	InstanceOf	participation
[PersonX takes part in the campaign]. [PersonX takes part in the campaign]	InstanceOf	help
[PersonX takes part in the campaign]. [PersonX takes part in the campaign]	InstanceOf	involvement
[PersonX takes part in the campaign]. [PersonX takes part in the campaign]	InstanceOf	support
[PersonX takes part in the campaign]. [PersonX takes part in the campaign]	InstanceOf	action
[PersonX meets PersonY at the door]. [PersonX meets PersonY at the door]	InstanceOf	greeting
[PersonX meets PersonY at the door]. [PersonX meets PersonY at the door]	InstanceOf	encounter
PersonX makes [PersonY leave]. [PersonY leave]	InstanceOf	exit
PersonX makes [PersonY leave]. [PersonY leave]	InstanceOf	leave
PersonX makes [PersonY leave]. [PersonY leave]	InstanceOf	departure
[PersonX takes the food out]. [PersonX takes the food out]	InstanceOf	removal
PersonX waits [to return]. [to return]	InstanceOf	return
PersonX is afraid [it would hurt]. [it would hurt]	InstanceOf	hurt
PersonX is afraid [it would hurt]. [it would hurt]	InstanceOf	pain
PersonX is afraid [it would hurt]. [it would hurt]	InstanceOf	painful emotion
